ausente2_ausente,ausente2_matthei,ausente2_parisi,ausente2_kaiser,ausente2_kast,ausente2_jara,ausente2_otros,ausente2_nulosblancos,nulosblancos2_ausente,nulosblancos2_matthei,nulosblancos2_parisi,nulosblancos2_kaiser,nulosblancos2_kast,nulosblancos2_jara,nulosblancos2_otros,nulosblancos2_nulosblancos,kast2_ausente,kast2_matthei,kast2_parisi,kast2_kaiser,kast2_kast,kast2_jara,kast2_otros,kast2_nulosblancos,jara2_ausente,jara2_matthei,jara2_parisi,jara2_kaiser,jara2_kast,jara2_jara,jara2_otros,jara2_nulosblancos,comuna,n_original,n_consolidado
351,2,26,7,13,26,65,32,10,2,287,39,23,44,1,165,127,416,1080,448,1381,163,1,25,16,53,645,281,24,1182,68,3,PANQUEHUE,19,19
556,56,11,11,29,23,2,2,90,16,95,53,111,39,1,3,10,874,666,783,1203,46,135,2,12,127,430,101,65,1663,24,168,PAPUDO,19,19
656,27,8,6,20,17,1,12,45,52,65,8,14,12,2,129,23,405,898,674,1839,42,2,3,40,152,20,211,47,1680,147,124,PAREDONES,20,20
3197,21,88,659,164,68,4,10,422,20,952,391,153,71,5,265,114,2397,4182,3978,10900,143,660,771,311,488,2065,180,221,6102,40,327,PARRAL,105,100
9360,97,208,349,371,370,22,254,198,729,1536,100,635,415,207,600,129,5921,4156,7851,10654,499,20,28,1266,910,5001,211,494,29074,2631,2075,PEDRO AGUIRRE CERDA,223,100
669,14,19,10,28,16,1,17,17,59,324,9,31,18,1,92,24,733,1340,1117,2825,31,66,7,76,16,437,14,43,1351,106,228,PELARCO,27,27
452,215,54,14,29,35,1,66,27,10,145,68,24,118,16,4,43,64,1061,941,2777,46,12,182,350,293,34,39,13,1119,84,4,PELLUHUE,22,22
19085,394,378,612,338,591,80,382,368,3240,2075,196,418,960,60,3739,1035,16606,7590,17715,31206,1386,44,1646,852,6040,13970,273,917,50542,6114,498,PEÑALOLEN,482,100
579,6,29,11,35,36,27,20,22,12,240,10,73,25,90,5,39,568,1267,1045,3484,45,22,272,116,186,284,158,88,1441,3,5,PENCAHUE,30,30
3500,69,137,46,116,100,127,93,223,32,2129,42,85,93,286,472,149,1971,4400,4172,7956,240,17,446,139,1454,3380,64,149,9780,705,499,PENCO,113,100
91,24,298,274,137,97,1,39,57,10,40,196,39,72,1,209,662,621,1093,642,2529,47,228,73,370,453,309,76,106,2031,1,72,PERALILLO,29,29
598,6,28,8,32,94,4,49,11,135,136,9,50,22,1,38,14,43,1136,732,1918,47,1,158,166,223,266,11,34,984,108,3,PERQUENCO,19,19
905,101,108,7,16,67,2,7,46,126,350,13,16,24,2,115,16,371,784,692,1382,62,3,251,226,13,852,115,21,2539,211,3,PETORCA,25,25
865,10,59,9,22,26,10,23,16,40,469,20,23,29,84,254,23,713,1289,1196,2712,69,105,7,124,381,1057,17,53,3037,140,235,PEUMO,35,35
875,2,92,10,11,11,1,69,81,43,140,6,10,12,50,32,14,144,1046,808,969,21,35,1,16,109,419,11,15,1088,31,49,PICA,18,18
964,16,97,22,83,47,8,14,16,21,420,30,131,73,69,266,15,1300,2044,2130,4309,173,120,131,223,234,1071,20,292,3183,214,249,PICHIDEGUA,46,46
1771,35,40,38,285,86,174,111,79,228,114,97,130,105,6,276,149,1947,1219,2017,3910,89,13,83,431,193,858,101,85,4280,317,166,PICHILEMU,51,51
955,700,42,46,252,89,4,6,173,149,270,195,277,75,5,282,854,2128,1636,3034,4247,115,247,102,218,375,1126,84,540,6180,477,409,PIRQUE,66,66
3300,279,68,32,74,41,3,5,140,193,405,44,77,51,3,307,130,1428,2011,3525,6266,89,161,386,220,121,1199,47,110,3709,305,67,PITRUFQUEN,65,65
287,108,22,20,37,13,2,3,63,13,43,33,148,42,55,195,10,478,1462,1005,2051,25,13,3,166,161,382,34,54,1557,116,148,PLACILLA,23,23
1779,1,18,5,34,14,37,3,26,1,89,8,80,49,15,1,16,257,295,529,822,18,55,51,32,2,329,21,78,1128,1,160,PORVENIR,15,15
2344,7,158,35,171,26,1,37,130,2,260,10,202,33,88,168,95,291,3131,920,1538,46,1,2,79,142,488,389,51,1639,125,117,POZO ALMONTE,34,34
44846,752,26,392,224,330,54,100,218,6826,25,98,185,247,38,1004,748,28464,27,13946,21865,418,37,29,587,7934,2228,164,261,33053,3522,1395,PROVIDENCIA,431,100
1647,81,206,56,28,36,6,74,15,213,693,26,31,42,6,525,24,2082,1593,2160,3264,77,7,9,413,46,1275,220,57,4886,579,252,PUCHUNCAVI,54,54
6868,94,73,143,175,109,7,109,224,140,411,49,90,86,23,952,261,1954,2424,4915,6048,115,8,66,211,651,1338,85,276,5469,756,27,PUCON,90,90
16737,220,205,113,231,356,277,397,261,1726,2444,718,339,629,1236,3033,666,11486,11005,17736,29329,875,62,110,467,3955,14009,308,614,49423,4325,2192,PUDAHUEL,453,100
38474,513,489,651,473,983,166,448,653,5414,11629,832,613,997,124,6183,1073,25278,21928,41647,66810,1401,162,5360,1231,11627,30229,2197,1126,126862,13855,3039,PUENTE ALTO,1079,100
26344,370,656,251,327,241,27,27,274,3632,8534,136,335,233,31,723,438,11934,16962,28340,46643,602,31,6425,308,4571,10598,277,462,37729,5277,30,PUERTO MONTT,551,100
1188,4,37,11,18,17,1,2,24,112,325,15,31,24,70,12,34,343,1005,1102,1682,38,13,187,48,50,691,31,30,1852,70,99,PUERTO OCTAY,24,24
6324,117,99,67,130,98,178,27,111,813,595,151,127,101,202,720,427,4808,2966,6812,11218,199,12,17,142,1030,1796,104,199,8053,759,669,PUERTO VARAS,131,100
157,4,272,7,8,8,1,1,3,3,143,11,12,11,1,37,274,329,106,477,1130,12,101,53,6,229,107,58,20,831,2,77,PUMANQUE,12,12
1143,53,197,16,64,32,59,7,96,6,457,63,183,23,2,294,28,438,2133,1038,1309,32,2,7,271,4,1012,15,41,1948,119,152,PUNITAQUI,29,29
25326,201,176,235,223,221,28,32,211,1517,3339,606,107,212,27,1706,294,6792,6269,14800,20557,335,30,34,355,1156,5470,246,219,25784,3646,2845,PUNTA ARENAS,322,100
735,39,34,3,18,6,52,1,16,6,96,10,22,9,23,73,82,67,825,276,740,9,0,3,28,87,256,2,24,696,1,58,PUQUELDON,11,11
1502,6,121,75,64,16,2,3,15,141,173,11,53,21,1,39,232,452,1082,1068,3852,90,129,279,19,5,722,12,71,1536,76,3,PUREN,32,32
2147,12,183,382,70,51,3,6,167,13,289,26,43,37,39,517,279,1168,1889,2237,4742,233,197,116,274,14,1109,220,54,2918,201,6,PURRANQUE,53,53
912,17,74,28,35,58,157,47,34,44,479,117,218,58,11,181,235,608,1700,1442,2396,79,121,30,57,359,982,24,72,3473,93,392,PUTAENDO,38,38
1090,10,183,45,48,21,4,5,20,81,262,25,80,33,64,99,260,577,1397,1762,2681,29,34,140,22,98,512,34,223,2111,144,156,PUYEHUE,33,33
1163,101,15,6,58,11,55,2,149,83,15,4,9,10,0,92,29,65,1032,463,1015,11,1,53,77,44,303,5,20,1002,30,58,QUEILEN,16,16
3819,19,145,44,82,136,169,11,207,7,508,19,92,38,152,708,187,875,4030,2256,4775,58,118,282,173,324,1219,516,210,3631,78,10,QUELLON,65,65
1780,1,106,7,23,5,0,18,24,2,285,30,25,5,1,132,34,449,1009,734,2002,17,187,79,79,3,273,98,43,1287,1,163,QUEMCHI,25,25
403,3,16,4,25,112,1,11,4,2,28,8,18,80,0,87,12,245,930,443,836,28,56,35,138,4,17,147,313,527,13,8,QUILACO,12,12
13722,286,639,429,577,886,1890,46,1022,806,2902,728,517,717,69,2182,1776,13349,11270,9175,23608,1090,124,712,1305,1491,10551,5503,615,43286,2425,1899,QUILICURA,398,100
769,7,25,12,177,10,6,8,6,6,166,14,118,92,19,54,194,548,1973,973,2170,9,18,2,9,5,29,193,226,1024,112,200,QUILLECO,24,24
9524,185,192,114,152,169,22,23,160,413,2542,217,187,246,545,1320,227,4053,7200,9900,14627,321,248,1541,325,2329,5185,173,277,16293,1460,26,QUILLOTA,210,100
18010,680,234,186,219,405,376,38,193,1861,3573,170,225,459,224,2872,412,9409,7407,19786,21930,1535,56,42,1333,3424,7845,275,405,33081,3842,2496,QUILPUE,370,100
2154,147,34,8,20,15,67,4,23,119,126,4,12,14,46,133,83,152,1001,561,1398,18,9,206,211,15,496,9,31,1502,27,4,QUINCHAO,25,25
902,9,116,16,46,47,3,8,90,8,275,16,49,45,3,289,96,707,1016,1429,3297,300,227,10,32,312,876,163,37,2262,70,182,QUINTA DE TILCOCO,33,33
18277,513,126,172,383,528,30,25,240,1150,90,159,793,396,46,1896,356,8614,4164,9167,14283,423,1850,24,658,1684,6137,1661,410,27037,1025,1079,QUINTA NORMAL,267,100
2915,33,145,366,52,225,13,245,183,28,836,298,98,97,90,566,660,1877,2595,2318,4100,152,169,29,159,569,1996,610,163,6107,563,336,QUINTERO,75,75
20574,193,249,112,167,175,19,556,201,2437,7589,169,198,200,16,4019,268,14255,18125,23668,37042,362,14,55,260,3972,13642,712,316,45735,5749,2447,RANCAGUA,519,100
487,6,18,39,34,13,16,35,78,6,191,29,52,19,57,240,48,590,1164,1263,3061,43,2,112,45,198,402,25,58,1659,151,103,RAUCO,27,27
23781,278,226,141,310,483,32,35,203,1785,2626,100,163,231,42,1288,507,8831,5039,13372,20714,557,521,1348,530,3575,7764,198,362,35851,3478,1564,RECOLETA,349,100
970,72,44,7,19,10,44,66,12,49,368,10,28,12,18,84,24,168,2046,1119,2658,22,1,52,194,197,169,15,37,1204,88,156,RENAICO,26,26
12591,421,326,142,195,503,34,34,346,164,2829,722,362,411,25,2003,821,5274,8268,9150,17141,534,2855,30,462,4124,8745,1795,321,31552,795,1934,RENCA,293,100
2722,779,190,72,356,126,10,79,66,360,1865,575,185,106,100,469,1038,2801,5124,4984,10481,135,849,1184,426,868,3982,613,408,10915,400,321,RENGO,138,100
1080,17,122,296,77,39,3,159,20,203,608,205,72,59,268,280,708,2173,2615,2109,6186,94,270,45,22,30,2524,49,128,4207,4,308,REQUINOA,65,65
1108,10,115,25,75,140,2,78,14,12,781,27,81,28,2,126,29,838,2999,2466,6245,71,148,203,346,591,302,32,86,2103,186,204,RETIRO,52,52
668,6,38,35,22,20,19,52,103,11,395,19,36,25,68,35,38,912,958,1183,1871,31,141,184,18,14,1063,122,242,2194,3,14,RINCONADA,27,27
721,8,23,20,43,21,2,9,40,42,174,156,71,103,2,150,33,563,2136,1327,3706,368,3,136,27,525,390,108,85,1587,283,252,RIO CLARO,36,36
488,3,205,3,11,15,30,1,12,2,133,4,6,6,63,72,18,299,542,529,952,40,1,108,188,3,270,4,19,675,5,2,RIO HURTADO,13,13
673,6,37,7,14,7,0,1,32,5,33,6,19,7,0,8,19,171,76,490,531,8,58,66,38,70,116,5,8,556,1,0,RIO IBAÑEZ,11,11
1405,10,178,94,36,22,2,53,234,8,307,17,37,29,2,216,69,839,1024,1888,2867,38,231,104,31,10,948,31,95,2257,24,107,RIO NEGRO,35,35
816,130,31,22,30,23,2,3,77,17,300,41,59,31,67,325,23,800,2041,1835,4258,54,44,79,123,450,403,47,88,2429,267,152,ROMERAL,39,39
2447,5,94,91,17,22,2,116,41,5,171,146,38,33,2,227,204,803,1177,854,3103,46,2,94,46,6,835,19,54,2049,272,103,SAAVEDRA,34,34
840,79,28,22,40,35,3,5,16,52,436,17,69,76,24,260,29,1373,1580,1522,4493,93,111,183,168,99,1414,21,90,3085,180,122,SAGRADA FAMILIA,44,44
3111,17,86,24,44,56,96,8,52,17,1044,21,44,47,4,616,84,1566,2193,2293,3969,114,55,319,94,23,2535,441,63,5292,345,7,SALAMANCA,64,64
8542,163,161,110,158,217,42,40,269,877,2500,86,130,224,353,1122,322,3883,4632,8041,11835,475,22,1381,359,1229,8309,167,238,22712,2017,655,SAN ANTONIO,211,100
26253,431,730,246,545,717,67,119,568,1238,6956,1330,516,754,884,2071,1114,14013,16589,22784,42385,967,327,89,539,4403,16224,346,770,56580,5770,6042,SAN BERNARDO,595,100
2980,19,237,31,115,61,5,137,43,21,1655,37,157,70,6,480,67,2404,4871,4047,10747,153,374,492,429,169,2102,216,203,6407,501,418,SAN CLEMENTE,104,100
1028,50,146,43,140,62,3,106,34,70,650,93,70,88,3,242,41,1059,2215,1737,2892,87,131,17,184,313,1228,64,121,3188,251,153,SAN ESTEBAN,43,43
6843,49,309,57,120,158,15,23,104,307,2466,93,118,192,359,741,154,3525,5630,6991,10626,270,342,272,137,1275,4546,82,177,13831,878,1276,SAN FELIPE,160,100
5437,68,379,67,158,152,18,18,107,819,2087,73,147,161,12,930,172,4034,3843,7860,13642,384,1008,1292,350,1618,5410,141,298,14003,626,25,SAN FERNANDO,171,100
3143,244,228,35,109,61,152,8,72,270,1256,39,91,69,181,524,92,1551,5399,4517,11927,183,495,747,590,790,2199,62,236,7005,6,189,SAN JAVIER,112,100
7220,206,234,160,244,915,2333,45,493,592,1628,113,136,479,69,652,1894,5895,2683,6308,9873,543,53,1296,825,2065,4909,1637,1285,24303,78,601,SAN JOAQUIN,211,100
1637,43,144,66,35,67,5,7,30,127,32,335,77,64,89,179,98,786,1343,1374,2320,70,314,111,256,774,484,54,160,4714,117,288,SAN JOSE DE MAIPO,42,42
922,69,49,9,17,17,2,43,12,4,216,10,19,23,13,186,159,378,907,976,1629,34,31,4,20,46,523,38,32,1772,168,79,SAN JUAN DE LA COSTA,22,22
24651,224,50,80,165,266,41,514,202,1943,1079,71,1076,242,42,593,354,14636,2420,10676,16511,317,43,724,507,3342,3451,982,285,30016,3175,709,SAN MIGUEL,303,100
978,6,60,23,29,17,3,5,25,16,186,40,42,26,79,199,39,639,1489,1322,2011,27,12,2,82,101,162,92,324,1857,126,130,SAN PABLO,27,27
1274,98,68,237,101,25,2,4,28,19,252,9,248,25,2,47,28,211,1410,418,561,30,107,190,382,76,461,7,20,1985,104,3,SAN PEDRO DE ATACAMA,22,22
8182,253,285,530,215,195,19,16,397,1145,3671,751,219,203,78,954,223,9592,11034,9869,21879,338,18,99,515,1517,6407,292,372,19491,2735,1717,SAN PEDRO DE LA PAZ,267,100
438,4,75,8,30,22,87,4,28,7,159,9,37,16,2,278,12,489,1506,821,2521,22,42,4,156,116,399,148,42,1432,43,10,SAN RAFAEL,23,23
7891,153,174,178,135,284,142,401,163,470,1261,398,530,259,25,1271,913,3871,4671,6874,11443,336,362,204,233,1674,6247,173,254,20124,1769,908,SAN RAMON,189,100
432,50,20,3,7,7,1,70,5,10,198,3,5,9,1,37,125,52,660,369,813,14,1,15,9,171,217,3,11,824,83,1,SAN ROSENDO,11,11
3065,155,55,88,62,86,9,13,57,615,690,129,107,93,13,1222,211,2894,4098,4626,9101,145,14,562,222,1233,2382,569,187,9145,1059,20,SAN VICENTE,111,100
1661,8,77,60,34,14,22,4,22,8,508,16,31,17,57,78,41,883,1736,1374,3497,29,110,313,79,11,730,188,54,1818,2,63,SANTA BARBARA,36,36
2565,175,50,32,63,74,146,8,116,41,1161,39,96,62,6,536,78,2729,2830,4179,8046,155,146,614,276,942,1609,74,184,6053,499,127,SANTA CRUZ,87,87
1000,5,106,14,27,18,21,4,11,5,546,12,27,14,3,202,21,852,1737,1368,4087,44,39,283,151,44,692,17,56,1968,229,4,SANTA JUANA,36,36
771,9,114,13,28,36,3,21,109,85,364,11,41,75,80,262,27,1024,1939,1055,2547,52,3,207,17,10,1111,400,49,2189,231,5,SANTA MARIA,33,33
128706,1984,209,496,816,1130,1320,55,1004,5650,1274,428,641,520,815,3599,1846,41058,8959,26857,48131,1447,63,51,1943,8060,7238,3694,1232,77267,6380,4101,SANTIAGO,983,100
807,171,8,28,32,23,3,2,8,76,63,23,253,34,4,243,239,1914,755,1741,3200,42,4,49,12,44,637,237,76,2601,318,74,SANTO DOMINGO,35,35
17738,128,260,186,301,267,52,615,256,1816,5458,222,352,371,53,3237,803,16325,17668,15837,40836,711,65,2011,487,1727,10088,5249,704,42916,4467,99,TALCA,498,100
15683,412,244,118,174,246,321,98,178,697,4688,136,203,218,941,2360,796,6990,12445,15415,24672,514,36,42,316,3178,8828,218,348,25686,2200,1788,TALCAHUANO,342,100
990,19,228,7,14,638,84,4,39,12,527,9,16,29,1,191,66,370,1610,613,1069,29,130,2,932,14,532,297,214,1394,1,210,TALTAL,26,26
34759,317,275,1220,541,428,40,41,297,2515,5847,1848,593,427,146,1838,1753,17318,20626,28267,58297,726,39,1869,433,3974,10247,860,904,43820,6304,2577,TEMUCO,653,100
1583,18,73,28,51,48,62,13,65,283,684,31,84,47,75,488,74,1741,2839,3159,7585,113,198,507,188,104,2223,46,145,4140,334,12,TENO,70,70
1735,10,59,17,72,14,2,84,22,23,248,27,85,20,2,227,121,1095,1397,1744,4202,125,167,10,29,116,745,19,69,1839,81,164,TEODORO SCHMIDT,39,39
1476,5,119,10,68,25,33,168,30,125,681,100,32,23,3,174,268,293,2048,1088,1737,36,142,31,37,10,1518,11,25,2052,42,71,TIERRA AMARILLA,32,32
1263,8,54,22,27,26,94,5,25,62,415,18,27,39,162,211,40,738,1777,2185,3231,90,4,203,117,456,1045,39,68,3315,108,130,TILTIL,43,43
1187,2,81,7,37,19,1,2,12,26,132,8,29,73,18,154,33,376,828,611,3002,50,147,182,35,3,752,7,56,1386,5,2,TIRUA,24,24
3664,134,230,229,28,74,6,10,117,21,1387,138,47,51,18,302,176,676,2447,1238,2240,217,99,442,328,16,2559,49,127,4010,311,45,TOCOPILLA,57,57
1858,84,26,11,29,14,2,3,21,72,254,12,42,14,2,89,50,677,825,1327,2445,20,206,180,108,15,552,15,76,1336,2,47,TOLTEN,28,28
5144,214,95,50,94,136,11,113,93,394,1531,507,100,78,13,604,142,1547,6425,5464,10829,171,14,690,431,1641,2078,89,217,10566,1151,373,TOME,134,100
2432,13,47,63,115,31,36,28,38,11,92,272,89,34,87,256,74,873,2414,1452,4896,39,13,280,150,205,538,161,118,2750,195,60,TRAIGUEN,46,46
1431,6,75,16,48,25,10,6,43,13,510,56,43,20,43,322,61,697,1902,1272,3451,205,205,143,41,165,1179,93,51,1938,22,13,TUCAPEL,37,37
5491,487,333,232,199,113,6,18,133,23,2337,62,108,131,7,1313,945,1357,5952,3952,6284,148,567,552,125,345,4112,945,397,9404,359,92,VALLENAR,119,100
57496,406,526,257,316,776,51,98,486,3351,7803,218,258,389,43,4151,732,13693,12062,31272,35146,819,58,2125,896,5021,14560,380,353,74561,8374,4683,VALPARAISO,732,100
357,88,5,5,27,12,1,1,19,10,21,18,35,33,65,8,84,343,344,375,1280,15,1,126,9,75,176,99,43,889,16,25,VICHUQUEN,14,14
4409,16,222,227,90,39,3,10,93,16,551,251,75,41,96,292,262,1897,2902,3318,10054,82,81,530,215,19,1037,526,169,4095,419,154,VICTORIA,87,87
1777,21,601,321,183,120,34,20,89,27,1107,66,49,83,81,393,661,1192,2743,2423,3833,77,280,172,535,453,1779,78,55,5178,91,530,VICUÑA,64,64
3394,65,114,45,98,69,7,65,76,244,572,29,64,37,4,377,151,1239,2886,3215,7419,94,134,344,108,407,1275,37,134,3496,410,10,VILCUN,71,71
1046,13,101,28,77,106,4,11,24,65,262,35,127,47,69,276,257,1005,1595,1969,3870,55,239,178,31,152,1011,18,221,2252,5,112,VILLA ALEGRE,40,40
11454,119,219,244,264,355,336,150,363,802,2967,261,278,497,689,2055,762,8060,5932,15670,16257,315,939,914,503,2306,7125,349,1447,26086,1524,1200,VILLA ALEMANA,285,100
10369,415,276,112,162,132,10,18,127,332,1161,137,137,115,406,1156,253,2960,3770,10144,13251,242,940,960,550,1255,3519,162,230,10329,12,22,VILLARRICA,167,100
51333,1180,552,421,638,1071,81,106,746,4582,8096,384,700,855,76,2834,1337,26494,13523,38330,48802,971,106,118,1730,4529,14523,556,725,69321,8452,6816,VIÑA DEL MAR,809,100
15571,723,7,286,212,58,11,10,137,2683,7,91,157,57,263,660,1136,25248,7,7605,23827,65,11,10,183,813,548,971,208,4821,749,259,VITACURA,222,100
858,67,50,30,69,30,2,73,33,144,82,310,121,34,2,269,34,768,3260,1783,4885,53,316,14,240,23,770,86,120,2383,4,273,YERBAS BUENAS,47,47
2117,11,54,22,52,105,3,5,41,152,221,32,87,333,9,449,119,1447,2159,2689,5356,132,126,226,61,17,1823,36,111,2966,331,86,YUMBEL,57,57
667,114,13,18,29,32,2,40,133,106,77,25,27,25,16,211,84,1584,424,1274,2286,152,3,4,34,364,573,10,38,1755,243,19,ZAPALLAR,27,27
